"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Управление сценариями GET","0","Сценарий Get (создать - получить сущность)","1","0","","0"
"0","Управление сценариями POST","0","Сценарий POST (создать - удалить)","1","0","","0"
"0","Управление сценариями GET","0","Сценарий GetAll (создать - получить все сущности)","1","0","","0"
"0","Управление сценариями PATCH","0","Сценарий PATCH (создать - обновить данные)","1","0","","0"
